Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",20,42
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),1,70
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),21,39.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),12,52.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),13,55.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),15,56.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,82,26.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,615,39.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,34
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,262",40.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SORGHUM,"SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,54.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"1,791",25.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),1,67.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),3,43.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),3,37.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,7,22.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,38.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"69,191",20.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",28,30.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),2,(H)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),25,35
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),16,47.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),16,37.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),23,37.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,110,20.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,407",21.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,26.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"69,191",20.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,110,20.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,407",21.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LANE,101,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,4,26.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"84,372",20.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",23,27
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),28,43.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),21,46.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),24,48.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),23,56.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,119,24.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,271",19.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,25,26.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,823",45.7
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),2,(H)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),1,67.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),2,97.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),3,37.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,8,62.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,CORN,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,40.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"35,156",29.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10,42
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),2,70
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),17,39.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),7,52.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),19,55.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),14,56.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,69,26.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,335,40.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SORGHUM,"SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,54.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),2,45.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,2,22.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,38.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"87,568",20.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",30,30.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),2,(H)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),35,35
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),15,47.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),27,37.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),31,37.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,140,20.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,522",21.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,26.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"87,568",20.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,140,20.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,522",21.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,LOGAN,109,,,0,,WHEAT,"WHEAT, WINTER, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,26.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"17,586",20.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",5,27
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),14,43.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),10,46.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),7,48.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),6,56.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,42,24.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,303",19.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,10,26.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),1,67.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),1,97.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,CORN,"CORN, SILAGE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,62.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"73,927",29.4
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",30,42
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),3,70
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),31,39.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),44,52.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),37,55.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),14,56.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,159,26.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,566,39.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,34
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,627,40.3
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, SILAGE - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,54.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, SILAGE, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SORGHUM,"SORGHUM, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,66.8
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,625,25.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),4,43.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),4,41.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,SOYBEANS - OPERATIONS WITH AREA HARVESTED,TOTAL,NOT SPECIFIED,8,22.1
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,363,23.6
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,SOYBEANS,"SOYBEANS, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,38.5
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"103,060",20.2
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",32,30.9
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),56,35
CENSUS,2017,YEAR,,COUNTY,KANSAS,20,WEST CENTRAL,20,NESS,135,,,0,,WHEAT,WHEAT - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),48,47.6
